% ID         RA         Dec       Ebv      Gal Long  Gal Lat    Ecl Long  Ecl Lat
001528    168.02735   14.20962    0.02     237.1008   63.4981   163.4310    8.3502
001529    175.08618   14.20962    0.03     247.3127   68.9888   169.7974   11.0803
001530    182.14500   14.20962    0.04     263.0727   73.6677   176.1994   13.8657
001531    189.20382   14.20962    0.05     287.4181   76.6389   182.6695   16.6719
001532    196.26265   14.20962    0.03     317.4147   76.6971   189.2421   19.4631
001533    203.32147   14.20962    0.03     342.0816   73.8107   195.9527   22.2019
001534    210.38029   14.20962    0.02     358.1021   69.1738   202.8361   24.8491
001535    217.43912   14.20962    0.03       8.4615   63.7029   209.9249   27.3633
001536    224.49794   14.20962    0.03      15.6846   57.8288   217.2468   29.7014
001537    231.55676   14.20962    0.04      21.1403   51.7465   224.8212   31.8186
001538    238.61559   14.20962    0.05      25.5520   45.5522   232.6557   33.6697
001539    245.67441   14.20962    0.05      29.3241   39.2995   240.7422   35.2108
001540    252.73324   14.20962    0.07      32.7000   33.0216   249.0535   36.4017
001541    259.79206   14.20962    0.11      35.8377   26.7418   257.5429   37.2085
001542    266.85088   14.20962    0.11      38.8482   20.4789   266.1456   37.6068
001543    273.90971   14.20962    0.14      41.8169   14.2497   274.7845   37.5840
001544    280.96853   14.20962    0.33      44.8152    8.0709   283.3786   37.1409
001545    288.02735   14.20962    1.22      47.9090    1.9609   291.8516   36.2913
001546    295.08618   14.20962    0.39      51.1638   -4.0591   300.1406   35.0609
001547    302.14500   14.20962    0.18      54.6499   -9.9633   308.2008   33.4844
001548    309.20382   14.20962    0.09      58.4461  -15.7197   316.0074   31.6024
001549    316.26265   14.20962    0.09      62.6433  -21.2871   323.5540   29.4593
001550    323.32147   14.20962    0.08      67.3479  -26.6123   330.8497   27.1001
001551    330.38029   14.20962    0.07      72.6819  -31.6261   337.9149   24.5695
001552    337.43912   14.20962    0.08      78.7783  -36.2387   344.7781   21.9105
001553    344.49794   14.20962    0.04      85.7662  -40.3360   351.4721   19.1642
001554    351.55676   14.20962    0.05      93.7375  -43.7790   358.0320   16.3696
001555    358.61559   14.20962    0.04     102.6925  -46.4110     4.4931   13.5640
001556      5.74500   21.13269    0.07     114.0932  -41.2501    13.8652   17.0759
001557     12.94500   21.13269    0.03     123.0388  -41.7390    20.2364   14.3393
001558     20.14500   21.13269    0.05     131.9805  -41.2265    26.5805   11.7124
001559     27.34500   21.13269    0.09     140.5957  -39.7434    32.9252    9.2272
001560     34.54500   21.13269    0.11     148.6341  -37.3720    39.2932    6.9145
001561     41.74500   21.13269    0.16     155.9528  -34.2260    45.7019    4.8038
001562     48.94500   21.13269    0.19     162.5110  -30.4289    52.1634    2.9231
001563     56.14500   21.13269    0.20     168.3402  -26.0974    58.6838    1.2985
001564     63.34500   21.13269    0.40     173.5122  -21.3336    65.2634   -0.0467
001565     70.54500   21.13269    0.30     178.1147  -16.2224    71.8972   -1.0923
001566     77.74500   21.13269    0.42     182.2361  -10.8324    78.5748   -1.8219
001567     84.94500   21.13269    0.39     185.9588   -5.2184    85.2822   -2.2239
001568     92.14500   21.13269    1.01     189.3563    0.5765    92.0023   -2.2917
001569     99.34500   21.13269    0.19     192.4938    6.5175    98.7169   -2.0243
001570    106.54500   21.13269    0.07     195.4296   12.5773   105.4085   -1.4260
001571    113.74500   21.13269    0.05     198.2174   18.7333   112.0615   -0.5064
001572    120.94500   21.13269    0.04     200.9093   24.9672   118.6639    0.7199
001573    128.14500   21.13269    0.05     203.5597   31.2632   125.2085    2.2343
001574    135.34500   21.13269    0.03     206.2315   37.6075   131.6934    4.0145
001575    142.54500   21.13269    0.04     209.0053   43.9872   138.1223    6.0355
001576    149.74500   21.13269    0.03     211.9983   50.3885   144.5050    8.2700
001577    156.94500   21.13269    0.02     215.4013   56.7949   150.8567   10.6891
001578    164.14500   21.13269    0.02     219.5694   63.1820   157.1979   13.2625
001579    171.34500   21.13269    0.02     225.2692   69.5030   163.5545   15.9588
001580    178.54500   21.13269    0.05     234.5189   75.6401   169.9568   18.7451
001581    185.74500   21.13269    0.03     254.1443   81.1664   176.4396   21.5873
001582    192.94500   21.13269    0.05     303.6956   84.0039   183.0413   24.4497
001583    200.14500   21.13269    0.03     352.4341   81.0513   189.8038   27.2942
001584    207.34500   21.13269    0.03      11.6392   75.4984   196.7712   30.0800
001585    214.54500   21.13269    0.04      20.7587   69.3542   203.9875   32.7633
001586    221.74500   21.13269    0.03      26.4069   63.0308   211.4947   35.2969
001587    228.94500   21.13269    0.05      30.5503   56.6429   219.3278   37.6301
001588    236.14500   21.13269    0.05      33.9404   50.2363   227.5100   39.7097
001589    243.34500   21.13269    0.08      36.9264   43.8353   236.0448   41.4812
001590    250.54500   21.13269    0.06      39.6967   37.4564   244.9101   42.8921
001591    257.74500   21.13269    0.06      42.3671   31.1130   254.0527   43.8959
001592    264.94500   21.13269    0.09      45.0178   24.8183   263.3882   44.4560
001593    272.14500   21.13269    0.07      47.7113   18.5861   272.8080   44.5511
001594    279.34500   21.13269    0.17      50.5020   12.4321   282.1918   44.1773
001595    286.54500   21.13269    0.51      53.4420    6.3749   291.4241   43.3492
001596    293.74500   21.13269    3.88      56.5850    0.4370   300.4097   42.0977
001597    300.94500   21.13269    0.37      59.9895   -5.3540   309.0824   40.4658
001598    308.14500   21.13269    0.11      63.7207  -10.9633   317.4079   38.5042
001599    315.34500   21.13269    0.16      67.8525  -16.3473   325.3803   36.2670
001600    322.54500   21.13269    0.07      72.4675  -21.4511   333.0156   33.8082
001601    329.74500   21.13269    0.09      77.6542  -26.2056   340.3447   31.1794
001602    336.94500   21.13269    0.04      83.5000  -30.5257   347.4074   28.4296
001603    344.14500   21.13269    0.05      90.0760  -34.3088   354.2473   25.6037
001604    351.34500   21.13269    0.06      97.4127  -37.4378     0.9089   22.7439
001605    358.54500   21.13269    0.08     105.4669  -39.7893     7.4348   19.8891
001606      5.89500   28.05577    0.04     115.4794  -34.4125    17.1114   23.2951
001607     13.39500   28.05577    0.05     123.5075  -34.8136    23.5773   20.4994
001608     20.89500   28.05577    0.08     131.5179  -34.2795    29.9928   17.8377
001609     28.39500   28.05577    0.07     139.2704  -32.8368    36.3891   15.3424
001610     35.89500   28.05577    0.11     146.5719  -30.5517    42.7911   13.0445
001611     43.39500   28.05577    0.12     153.3007  -27.5174    49.2174   10.9733
001612     50.89500   28.05577    0.26     159.4058  -23.8376    55.6804    9.1558
001613     58.39500   28.05577    0.15     164.8924  -19.6144    62.1865    7.6170
001614     65.89500   28.05577    0.98     169.8006  -14.9406    68.7362    6.3785
001615     73.39500   28.05577    0.54     174.1884   -9.8963    75.3248    5.4585
001616     80.89500   28.05577    0.49     178.1191   -4.5485    81.9432    4.8708
001617     88.39500   28.05577    0.55     181.6542    1.0477    88.5790    4.6244
001618     95.89500   28.05577    0.22     184.8496    6.8476    95.2180    4.7232
001619    103.39500   28.05577    0.07     187.7544   12.8150   101.8455    5.1656
001620    110.89500   28.05577    0.04     190.4102   18.9203   108.4482    5.9449
001621    118.39500   28.05577    0.03     192.8518   25.1395   115.0154    7.0490
001622    125.89500   28.05577    0.03     195.1073   31.4527   121.5404    8.4618
001623    133.39500   28.05577    0.04     197.1980   37.8435   128.0214   10.1628
001624    140.89500   28.05577    0.02     199.1379   44.2980   134.4623   12.1286
001625    148.39500   28.05577    0.02     200.9312   50.8046   140.8728   14.3330
001626    155.89500   28.05577    0.03     202.5661   57.3529   147.2688   16.7475
001627    163.39500   28.05577    0.02     203.9986   63.9336   153.6727   19.3419
001628    170.89500   28.05577    0.02     205.1012   70.5377   160.1128   22.0843
001629    178.39500   28.05577    0.02     205.4517   77.1547   166.6241   24.9412
001630    185.89500   28.05577    0.02     202.7821   83.7592   173.2479   27.8769
001631    193.39500   28.05577    0.01      95.9566   88.9581   180.0323   30.8533
001632    200.89500   28.05577    0.02      42.2036   82.8196   187.0313   33.8292
001633    208.39500   28.05577    0.01      40.3775   76.2095   194.3047   36.7592
001634    215.89500   28.05577    0.01      40.8900   69.5935   201.9163   39.5932
001635    223.39500   28.05577    0.02      42.0541   62.9922   209.9296   42.2750
001636    230.89500   28.05577    0.03      43.5204   56.4156   218.4021   44.7423
001637    238.39500   28.05577    0.03      45.1795   49.8727   227.3746   46.9274
001638    245.89500   28.05577    0.08      46.9940   43.3729   236.8572   48.7590
001639    253.39500   28.05577    0.06      48.9549   36.9266   246.8145   50.1671
001640    260.89500   28.05577    0.04      51.0681   30.5460   257.1538   51.0898
001641    268.39500   28.05577    0.06      53.3487   24.2451   267.7253   51.4824
001642    275.89500   28.05577    0.10      55.8190   18.0410   278.3396   51.3245
001643    283.39500   28.05577    0.16      58.5081   11.9538   288.7995   50.6245
001644    290.89500   28.05577    0.24      61.4517    6.0084   298.9352   49.4174
001645    298.39500   28.05577    2.93      64.6925    0.2351   308.6285   47.7588
001646    305.89500   28.05577    0.65      68.2805   -5.3286   317.8203   45.7162
001647    313.39500   28.05577    0.14      72.2726  -10.6366   326.5032   43.3611
001648    320.89500   28.05577    0.14      76.7309  -15.6324   334.7068   40.7631
001649    328.39500   28.05577    0.07      81.7184  -20.2471   342.4827   37.9870
001650    335.89500   28.05577    0.08      87.2914  -24.3986   349.8929   35.0917
001651    343.39500   28.05577    0.09      93.4864  -27.9927   357.0018   32.1296
001652    350.89500   28.05577    0.11     100.3016  -30.9263     3.8710   29.1481
001653    358.39500   28.05577    0.04     107.6768  -33.0963    10.5573   26.1902
001654      6.05804   34.97885    0.08     116.6479  -27.5607    20.6686   29.4439
001655     13.88413   34.97885    0.04     123.8818  -27.8853    27.1790   26.6001
001656     21.71022   34.97885    0.05     131.0903  -27.3314    33.6182   23.9165
001657     29.53630   34.97885    0.08     138.0874  -25.9221    40.0213   21.4258
001658     37.36239   34.97885    0.06     144.7189  -23.7124    46.4154   19.1584
001659     45.18848   34.97885    0.16     150.8797  -20.7802    52.8204   17.1425
001660     53.01457   34.97885    0.24     156.5154  -17.2141    59.2491   15.4040
001661     60.84065   34.97885    0.15     161.6142  -13.1041    65.7079   13.9662
001662     68.66674   34.97885    0.58     166.1932   -8.5345    72.1977   12.8487
001663     76.49283   34.97885    0.54     170.2866   -3.5807    78.7143   12.0672
001664     84.31891   34.97885    0.74     173.9347    1.6921    85.2498   11.6332
001665     92.14500   34.97885    0.33     177.1775    7.2287    91.7938   11.5529
001666     99.97109   34.97885    0.14     180.0498   12.9827    98.3345   11.8276
001667    107.79717   34.97885    0.05     182.5781   18.9153   104.8608   12.4532
001668    115.62326   34.97885    0.06     184.7776   24.9933   111.3635   13.4205
001669    123.44935   34.97885    0.05     186.6483   31.1884   117.8365   14.7159
001670    131.27543   34.97885    0.03     188.1693   37.4753   124.2784   16.3212
001671    139.10152   34.97885    0.02     189.2873   43.8299   130.6929   18.2147
001672    146.92761   34.97885    0.01     189.8945   50.2273   137.0899   20.3719
001673    154.75370   34.97885    0.01     189.7798   56.6377   143.4860   22.7654
001674    162.57978   34.97885    0.02     188.5144   63.0172   149.9050   25.3657
001675    170.40587   34.97885    0.02     185.1437   69.2839   156.3783   28.1413
001676    178.23196   34.97885    0.02     177.2292   75.2379   162.9460   31.0585
001677    186.05804   34.97885    0.01     157.8085   80.2296   169.6574   34.0811
001678    193.88413   34.97885    0.02     116.8118   82.1006   176.5721   37.1696
001679    201.71022   34.97885    0.01      81.1400   79.0957   183.7614   40.2806
001680    209.53630   34.97885    0.01      65.8644   73.7307   191.3086   43.3648
001681    217.36239   34.97885    0.01      59.5411   67.6614   199.3084   46.3655
001682    225.18848   34.97885    0.01      56.8680   61.3532   207.8632   49.2170
001683    233.01457   34.97885    0.03      55.9659   54.9599   217.0740   51.8423
001684    240.84065   34.97885    0.02      56.0697   48.5495   227.0218   54.1534
001685    248.66674   34.97885    0.02      56.8256   42.1607   237.7380   56.0536
001686    256.49283   34.97885    0.02      58.0568   35.8215   249.1668   57.4453
001687    264.31891   34.97885    0.03      59.6729   29.5564   261.1348   58.2434
001688    272.14500   34.97885    0.04      61.6307   23.3893   273.3546   58.3932
001689    279.97109   34.97885    0.07      63.9156   17.3465   285.4775   57.8836
001690    287.79717   34.97885    0.10      66.5320   11.4573   297.1789   56.7510
001691    295.62326   34.97885    0.28      69.4984    5.7561   308.2305   55.0688
001692    303.44935   34.97885    2.72      72.8437    0.2838   318.5260   52.9311
001693    311.27543   34.97885    0.40      76.6044   -4.9112   328.0619   50.4362
001694    319.10152   34.97885    0.13      80.8211   -9.7711   336.9012   47.6767
001695    326.92761   34.97885    0.18      85.5335  -14.2280   345.1389   44.7347
001696    334.75370   34.97885    0.11      90.7721  -18.2041   352.8783   41.6807
001697    342.57978   34.97885    0.09      96.5480  -21.6130     0.2182   38.5753
001698    350.40587   34.97885    0.12     102.8393  -24.3643     7.2475   35.4709
001699    358.23196   34.97885    0.07     109.5788  -26.3712    14.0427   32.4134
001700      6.43071   41.90192    0.06     117.8203  -20.7145    24.8252   35.4216
001701     15.00214   41.90192    0.06     124.6393  -20.9414    31.6081   32.4192
001702     23.57357   41.90192    0.06     131.4139  -20.2629    38.3003   29.6265
001703     32.14500   41.90192    0.08     137.9741  -18.7056    44.9453   27.0793
001704     40.71643   41.90192    0.10     144.1792  -16.3267    51.5745   24.8107
001705     49.28786   41.90192    0.12     149.9310  -13.2053    58.2095   22.8509
001706     57.85929   41.90192    0.38     155.1743   -9.4312    64.8632   21.2267
001707     66.43071   41.90192    0.43     159.8898   -5.0958    71.5406   19.9612
001708     75.00214   41.90192    0.46     164.0828   -0.2860    78.2409   19.0729
001709     83.57357   41.90192    0.36     167.7710    4.9192    84.9581   18.5750
001710     92.14500   41.90192    0.18     170.9750   10.4502    91.6831   18.4752
001711    100.71643   41.90192    0.13     173.7100   16.2460    98.4055   18.7748
001712    109.28786   41.90192    0.08     175.9788   22.2529   105.1151   19.4694
001713    117.85929   41.90192    0.04     177.7639   28.4228   111.8045   20.5485
001714    126.43071   41.90192    0.05     179.0170   34.7099   118.4698   21.9961
001715    135.00214   41.90192    0.02     179.6412   41.0679   125.1130   23.7914
001716    143.57357   41.90192    0.02     179.4597   47.4435   131.7430   25.9094
001717    152.14500   41.90192    0.02     178.1545   53.7668   138.3768   28.3214
001718    160.71643   41.90192    0.02     175.1444   59.9294   145.0408   30.9958
001719    169.28786   41.90192    0.02     169.3437   65.7371   151.7722   33.8981
001720    177.85929   41.90192    0.02     158.7863   70.7987   158.6210   36.9909
001721    186.43071   41.90192    0.02     140.8892   74.3177   165.6525   40.2337
001722    195.00214   41.90192    0.02     116.7098   75.1226   172.9512   43.5814
001723    203.57357   41.90192    0.01      94.9941   72.8222   180.6249   46.9829
001724    212.14500   41.90192    0.01      81.0397   68.3989   188.8101   50.3782
001725    220.71643   41.90192    0.01      73.1735   62.8957   197.6772   53.6946
001726    229.28786   41.90192    0.03      68.9494   56.8777   207.4291   56.8415
001727    237.85929   41.90192    0.02      66.8883   50.6175   218.2864   59.7045
001728    246.43071   41.90192    0.01      66.1971   44.2576   230.4389   62.1422
001729    255.00214   41.90192    0.02      66.4474   37.8834   243.9453   63.9908
001730    263.57357   41.90192    0.04      67.4022   31.5548   258.5938   65.0870
001731    272.14500   41.90192    0.05      68.9298   25.3207   273.8244   65.3127
001732    280.71643   41.90192    0.07      70.9605   19.2265   288.8535   64.6414
001733    289.28786   41.90192    0.10      73.4631   13.3188   302.9786   63.1499
001734    297.85929   41.90192    0.25      76.4313    7.6482   315.8136   60.9852
001735    306.43071   41.90192    3.40      79.8750    2.2719   327.2994   58.3152
001736    315.00214   41.90192    0.90      83.8129   -2.7449   337.5761   55.2942
001737    323.57357   41.90192    0.34      88.2655   -7.3279   346.8580   52.0498
001738    332.14500   41.90192    0.26      93.2455  -11.3939   355.3604   48.6838
001739    340.71643   41.90192    0.23      98.7474  -14.8532     3.2705   45.2772
001740    349.28786   41.90192    0.12     104.7353  -17.6142    10.7413   41.8958
001741    357.85929   41.90192    0.10     111.1331  -19.5911    17.8944   38.5946
001742      6.76038   48.82500    0.13     118.8005  -13.8509    29.5412   41.2818
001743     15.99115   48.82500    0.14     125.0562  -13.9951    36.3536   38.2027
001744     25.22192   48.82500    0.16     131.2579  -13.2457    43.0720   35.3800
001745     34.45269   48.82500    0.16     137.2536  -11.6301    49.7434   32.8498
001746     43.68346   48.82500    0.23     142.9152   -9.2039    56.4001   30.6449
001747     52.91423   48.82500    0.44     148.1481   -6.0428    63.0627   28.7952
001748     62.14500   48.82500    0.85     152.8920   -2.2339    69.7420   27.3260
001749     71.37577   48.82500    0.73     157.1145    2.1326    76.4409   26.2586
001750     80.60654   48.82500    0.29     160.8012    6.9688    83.1565   25.6086
001751     89.83731   48.82500    0.19     163.9450   12.1923    89.8814   25.3858
001752     99.06808   48.82500    0.12     166.5356   17.7266    96.6066   25.5935
001753    108.29885   48.82500    0.08     168.5485   23.5008   103.3226   26.2285
001754    117.52962   48.82500    0.06     169.9343   29.4464   110.0222   27.2815
001755    126.76038   48.82500    0.03     170.6019   35.4938   116.7021   28.7368
001756    135.99115   48.82500    0.02     170.3968   41.5651   123.3652   30.5735
001757    145.22192   48.82500    0.02     169.0636   47.5641   130.0219   32.7663
001758    154.45269   48.82500    0.01     166.1904   53.3569   136.6923   35.2856
001759    163.68346   48.82500    0.02     161.1367   58.7392   143.4083   38.0986
001760    172.91423   48.82500    0.02     153.0141   63.3814   150.2164   41.1693
001761    182.14500   48.82500    0.02     141.0117   66.7714   157.1819   44.4585
001762    191.37577   48.82500    0.01     125.5713   68.2728   164.3951   47.9230
001763    200.60654   48.82500    0.01     109.5289   67.4889   171.9807   51.5139
001764    209.83731   48.82500    0.02      96.2647   64.6377   180.1127   55.1737
001765    219.06808   48.82500    0.04      86.9565   60.3328   189.0353   58.8305
001766    228.29885   48.82500    0.01      81.0219   55.1446   199.0904   62.3894
001767    237.52962   48.82500    0.02      77.5305   49.4568   210.7400   65.7179
001768    246.76038   48.82500    0.01      75.7566   43.5069   224.5378   68.6263
001769    255.99115   48.82500    0.02      75.2228   37.4470   240.9280   70.8535
001770    265.22192   48.82500    0.02      75.6308   31.3829   259.7256   72.0939
001771    274.45269   48.82500    0.04      76.7981   25.3967   279.5811   72.1162
001772    283.68346   48.82500    0.06      78.6164   19.5600   298.4461   70.9158
001773    292.91423   48.82500    0.10      81.0249   13.9410   314.9300   68.7182
001774    302.14500   48.82500    0.25      83.9924    8.6096   328.8134   65.8289
001775    311.37577   48.82500    1.92      87.5053    3.6402   340.5291   62.5115
001776    320.60654   48.82500    1.21      91.5566   -0.8867   350.6319   58.9582
001777    329.83731   48.82500    0.28      96.1353   -4.8846   359.5880   55.3031
001778    339.06808   48.82500    0.14     101.2161   -8.2638     7.7432   51.6421
001779    348.29885   48.82500    0.20     106.7485  -10.9352    15.3447   48.0477
001780    357.52962   48.82500    0.14     112.6493  -12.8186    22.5686   44.5779
001781      7.43912   55.74808    0.26     119.8614   -6.9944    35.3339   46.8342
001782     18.02735   55.74808    0.41     125.8598   -7.0061    42.3937   43.5572
001783     28.61559   55.74808    0.28     131.7725   -6.0381    49.3827   40.6276
001784     39.20382   55.74808    0.40     137.4340   -4.1282    56.3495   38.0866
001785     49.79206   55.74808    1.35     142.7044   -1.3465    63.3233   35.9716
001786     60.38029   55.74808    0.67     147.4772    2.2136    70.3184   34.3147
001787     70.96853   55.74808    0.35     151.6772    6.4461    77.3384   33.1422
001788     81.55676   55.74808    0.42     155.2508   11.2402    84.3785   32.4734
001789     92.14500   55.74808    0.12     158.1527   16.4857    91.4284   32.3194
001790    102.73324   55.74808    0.06     160.3300   22.0737    98.4758   32.6828
001791    113.32147   55.74808    0.06     161.7055   27.8955   105.5087   33.5575
001792    123.90971   55.74808    0.05     162.1577   33.8365   112.5188   34.9290
001793    134.49794   55.74808    0.02     161.4969   39.7666   119.5043   36.7750
001794    145.08618   55.74808    0.02     159.4357   45.5245   126.4728   39.0668
001795    155.67441   55.74808    0.01     155.5680   50.8935   133.4441   41.7700
001796    166.26265   55.74808    0.01     149.3981   55.5692   140.4547   44.8456
001797    176.85088   55.74808    0.01     140.5442   59.1365   147.5627   48.2507
001798    187.43912   55.74808    0.01     129.2506   61.1134   154.8578   51.9386
001799    198.02735   55.74808    0.02     116.9033   61.1376   162.4771   55.8580
001800    208.61559   55.74808    0.01     105.5636   59.2040   170.6360   59.9499
001801    219.20382   55.74808    0.02      96.6449   55.6691   179.6858   64.1417
001802    229.79206   55.74808    0.01      90.4142   51.0145   190.2309   68.3328
001803    240.38029   55.74808    0.01      86.4974   45.6581   203.3552   72.3620
001804    250.96853   55.74808    0.02      84.3985   39.9066   220.9696   75.9321
001805    261.55676   55.74808    0.03      83.7080   33.9786   245.5788   78.4698
001806    272.14500   55.74808    0.03      84.1362   28.0363   276.4194   79.1396
001807    282.73324   55.74808    0.05      85.4913   22.2103   305.3480   77.6181
001808    293.32147   55.74808    0.11      87.6505   16.6154   326.8723   74.5696
001809    303.90971   55.74808    0.27      90.5358   11.3605   342.3728   70.7637
001810    314.49794   55.74808    0.78      94.0940    6.5543   354.2767   66.6432
001811    325.08618   55.74808    1.02      98.2796    2.3071     4.1193   62.4369
001812    335.67441   55.74808    0.44     103.0395   -1.2703    12.7532   58.2754
001813    346.26265   55.74808    0.40     108.2991   -4.0717    20.6606   54.2456
001814    356.85088   55.74808    0.42     113.9528   -6.0033    28.1280   50.4134
001815      8.35190   62.67115    1.14     120.8642   -0.1282    42.3859   52.0505
001816     20.76569   62.67115    1.00     126.5525    0.0219    49.5059   48.6191
001817     33.17948   62.67115    0.75     132.1078    1.2564    56.6521   45.6545
001818     45.59328   62.67115    0.68     137.3337    3.5194    63.8493   43.2055
001819     58.00707   62.67115    0.65     142.0620    6.7142    71.1045   41.3149
001820     70.42086   62.67115    0.40     146.1566   10.7150    78.4113   40.0173
001821     82.83466   62.67115    0.19     149.5062   15.3775    85.7539   39.3374
001822     95.24845   62.67115    0.13     152.0078   20.5468    93.1104   39.2885
001823    107.66224   62.67115    0.07     153.5462   26.0592   100.4567   39.8715
001824    120.07603   62.67115    0.06     153.9714   31.7373   107.7703   41.0751
001825    132.48983   62.67115    0.11     153.0776   37.3800   115.0341   42.8762
001826    144.90362   62.67115    0.03     150.5933   42.7440   122.2402   45.2415
001827    157.31741   62.67115    0.01     146.2104   47.5236   129.3932   48.1296
001828    169.73121   62.67115    0.01     139.7092   51.3377   136.5147   51.4922
001829    182.14500   62.67115    0.02     131.2335   53.7609   143.6505   55.2768
001830    194.55879   62.67115    0.02     121.5905   54.4394   150.8830   59.4272
001831    206.97259   62.67115    0.02     112.1462   53.2590   158.3594   63.8844
001832    219.38638   62.67115    0.01     104.1623   50.4137   166.3606   68.5847
001833    231.80017   62.67115    0.02      98.2484   46.2936   175.4957   73.4538
001834    244.21397   62.67115    0.02      94.4146   41.3193   187.3867   78.3821
001835    256.62776   62.67115    0.02      92.3960   35.8516   207.9821   83.0944
001836    269.04155   62.67115    0.04      91.8876   30.1772   263.5355   86.0889
001837    281.45534   62.67115    0.05      92.6354   24.5257   326.8981   83.7513
001838    293.86914   62.67115    0.06      94.4505   19.0904   350.2841   79.1361
001839    306.28293   62.67115    0.22      97.1948   14.0439     2.9158   74.2147
001840    318.69672   62.67115    0.54     100.7586    9.5475    12.3259   69.3277
001841    331.11052   62.67115    0.47     105.0386    5.7537    20.4493   64.5960
001842    343.52431   62.67115    0.86     109.9179    2.8025    27.9835   60.0970
001843    355.93810   62.67115    0.95     115.2521    0.8130    35.2417   55.8953
001844      9.64500   69.59423    0.67     121.8038    6.7506    51.1271   56.7902
001845     24.64500   69.59423    0.55     127.0473    7.1000    57.9519   53.3286
001846     39.64500   69.59423    0.88     132.0769    8.6476    65.0444   50.4814
001847     54.64500   69.59423    0.44     136.6371   11.3025    72.3404   48.3133
001848     69.64500   69.59423    0.20     140.5021   14.9152    79.7807   46.8760
001849     84.64500   69.59423    0.12     143.4742   19.2915    87.3051   46.2050
001850     99.64500   69.59423    0.09     145.3689   24.2029    94.8519   46.3173
001851    114.64500   69.59423    0.04     145.9942   29.3899   102.3585   47.2101
001852    129.64500   69.59423    0.03     145.1376   34.5559   109.7636   48.8608
001853    144.64500   69.59423    0.13     142.5795   39.3564   117.0075   51.2290
001854    159.64500   69.59423    0.03     138.1699   43.3917   124.0304   54.2590
001855    174.64500   69.59423    0.01     131.9965   46.2306   130.7649   57.8829
001856    189.64500   69.59423    0.02     124.5900   47.4926   137.1181   62.0240
001857    204.64500   69.59423    0.02     116.9402   46.9818   142.9292   66.5980
001858    219.64500   69.59423    0.02     110.1429   44.7796   147.8545   71.5131
001859    234.64500   69.59423    0.03     104.9448   41.2046   150.9824   76.6609
001860    249.64500   69.59423    0.03     101.6026   36.6803   148.9916   81.8653
001861    264.64500   69.59423    0.04     100.0422   31.6255   120.9249   86.3697
001862    279.64500   69.59423    0.07     100.0596   26.4086    44.5180   85.3006
001863    294.64500   69.59423    0.15     101.4348   21.3454    29.4405   80.3894
001864    309.64500   69.59423    0.27     103.9677   16.7100    29.6229   75.1727
001865    324.64500   69.59423    0.53     107.4730   12.7441    33.4289   70.0784
001866    339.64500   69.59423    0.43     111.7610    9.6574    38.6629   65.2508
001867    354.64500   69.59423    0.50     116.6192    7.6204    44.6526   60.7916
001868     11.61868   76.51731    0.32     122.6342   13.6484    62.0214   60.8701
001869     30.56605   76.51731    0.61     127.1271   14.2259    67.9483   57.6756
001870     49.51342   76.51731    0.22     131.2607   16.0781    74.5982   55.2514
001871     68.46079   76.51731    0.13     134.6742   19.0376    81.6865   53.7002
001872     87.40816   76.51731    0.11     137.0453   22.8385    88.9941   53.0871
001873    106.35553   76.51731    0.06     138.0908   27.1338    96.3277   53.4375
001874    125.30289   76.51731    0.03     137.5728   31.5092   103.4962   54.7368
001875    144.25026   76.51731    0.03     135.3378   35.4939   110.2904   56.9308
001876    163.19763   76.51731    0.03     131.4207   38.5889   116.4497   59.9270
001877    182.14500   76.51731    0.10     126.1919   40.3385   121.5938   63.5943
001878    201.09237   76.51731    0.03     120.4173   40.4497   125.0723   67.7548
001879    220.03974   76.51731    0.03     115.0660   38.9031   125.6137   72.1495
001880    238.98711   76.51731    0.03     110.9473   35.9605   120.5559   76.3321
001881    257.93447   76.51731    0.03     108.4843   32.0639   105.3427   79.3860
001882    276.88184   76.51731    0.08     107.7474   27.7119    80.9015   79.8244
001883    295.82921   76.51731    0.11     108.6006   23.3812    62.3957   77.3363
001884    314.77658   76.51731    0.45     110.8133   19.4943    55.0502   73.3415
001885    333.72395   76.51731    0.39     114.1078   16.4075    54.4096   68.9478
001886    352.67132   76.51731    0.26     118.1668   14.3984    57.2510   64.6925
001887     15.99115   83.44038    0.16     123.3139   20.5779    75.4810   64.0214
001888     43.68346   83.44038    0.22     126.5377   21.4501    79.9800   61.6533
001889     71.37577   83.44038    0.08     129.0334   23.5720    85.7805   60.2749
001890     99.06808   83.44038    0.06     130.2498   26.5050    92.0678   60.0662
001891    126.76038   83.44038    0.03     129.8319   29.6164    98.1206   61.0534
001892    154.45269   83.44038    0.05     127.7421   32.1860   103.1728   63.1103
001893    182.14500   83.44038    0.14     124.3925   33.5659   106.2659   65.9481
001894    209.83731   83.44038    0.09     120.6424   33.3833   106.1130   69.0807
001895    237.52962   83.44038    0.13     117.5162   31.6886   101.3064   71.7708
001896    265.22192   83.44038    0.09     115.7861   28.9341    91.8746   73.0892
001897    292.91423   83.44038    0.08     115.7548   25.8011    81.5286   72.4266
001898    320.60654   83.44038    0.13     117.3003   23.0017    74.9642   70.1044
001899    348.29885   83.44038    0.17     120.0139   21.1326    73.3446   67.0274
001900     27.85929   90.36346    0.16     122.8259   27.4793    90.8133   66.7285
001901     79.28786   90.36346    0.17     122.5571   27.2731    90.1723   66.9177
