% ID         RA         Dec       Ebv      Gal Long  Gal Lat    Ecl Long  Ecl Lat
000713    114.71429   38.67692    0.06     180.6293   25.3211   109.9495   16.9338
000714    123.28571   38.67692    0.04     182.3738   31.8328   116.8231   18.2865
000715    131.85714   38.67692    0.03     183.6044   38.4460   123.6675   20.0030
000716    140.42857   38.67692    0.02     184.2064   45.1201   130.4887   22.0574
000717    149.00000   38.67692    0.01     183.9593   51.8072   137.3006   24.4200
000718    157.57143   38.67692    0.01     182.4362   58.4399   144.1267   27.0573
000719    166.14286   38.67692    0.02     178.7677   64.9014   151.0010   29.9329
000720    174.71429   38.67692    0.02     171.0633   70.9445   157.9689   33.0078
000721    183.28571   38.67692    0.01     155.2609   75.9485   165.0899   36.2393
000722    191.85714   38.67692    0.01     126.8332   78.4209   172.4392   39.5809
000723    200.42857   38.67692    0.01      96.1011   76.8307   180.1113   42.9806
000724    209.00000   38.67692    0.02      77.5609   72.2448   188.2226   46.3784
000725    217.57143   38.67692    0.01      68.4323   66.3662   196.9139   49.7038
000726    226.14286   38.67692    0.01      64.0468   59.9725   206.3477   52.8711
000727    234.71429   38.67692    0.02      62.1242   53.3665   216.6960   55.7762
000728    243.28571   38.67692    0.01      61.6279   46.6850   228.1063   58.2934
000729    251.85714   38.67692    0.02      62.0564   40.0031   240.6367   60.2801
000730    260.42857   38.67692    0.04      63.1531   33.3719   254.1663   61.5911
000731    269.00000   38.67692    0.03      64.7841   26.8329   268.3309   62.1104
000732    277.57143   38.67692    0.04      66.8830   20.4257   282.5670   61.7863
000733    286.14286   38.67692    0.11      69.4244   14.1915   296.2865   60.6514
000734    294.71429   38.67692    0.20      72.4091    8.1765   309.0693   58.8099
000735    303.28571   38.67692    1.15      75.8561    2.4342   320.7408   56.4032
000736    311.85714   38.67692    0.72      79.7957   -2.9728   331.3257   53.5767
000737    320.42857   38.67692    0.19      84.2629   -7.9711   340.9577   50.4604
000738    329.00000   38.67692    0.29      89.2894  -12.4754   349.8069   47.1637
000739    337.57143   38.67692    0.12      94.8915  -16.3902   358.0401   43.7760
000740    346.14286   38.67692    0.17     101.0562  -19.6130     5.8034   40.3710
000741    354.71429   38.67692    0.14     107.7255  -22.0422    13.2188   37.0110
000742      3.61538   45.60000    0.08     116.1900  -16.7872    24.9373   39.6403
000743     12.84615   45.60000    0.10     122.9222  -17.2717    32.0403   36.4156
000744     22.07692   45.60000    0.07     129.6546  -16.7899    39.0232   33.4297
000745     31.30769   45.60000    0.08     136.2060  -15.3612    45.9419   30.7236
000746     40.53846   45.60000    0.12     142.4199  -13.0409    52.8358   28.3350
000747     49.76923   45.60000    0.19     148.1809   -9.9103    59.7311   26.2980
000748     59.00000   45.60000    0.40     153.4178   -6.0658    66.6429   24.6427
000749     68.23077   45.60000    0.83     158.0978   -1.6080    73.5771   23.3941
000750     77.46154   45.60000    0.42     162.2136    3.3660    80.5322   22.5720
000751     86.69231   45.60000    0.33     165.7706    8.7663    87.5012   22.1894
000752     95.92308   45.60000    0.12     168.7748   14.5122    94.4742   22.2527
000753    105.15385   45.60000    0.10     171.2218   20.5311   101.4402   22.7607
000754    114.38462   45.60000    0.06     173.0853   26.7565   108.3899   23.7053
000755    123.61538   45.60000    0.06     174.3038   33.1246   115.3176   25.0714
000756    132.84615   45.60000    0.03     174.7589   39.5691   122.2238   26.8376
000757    142.07692   45.60000    0.02     174.2396   46.0128   129.1167   28.9775
000758    151.30769   45.60000    0.01     172.3781   52.3525   136.0144   31.4596
000759    160.53846   45.60000    0.02     168.5369   58.4303   142.9466   34.2490
000760    169.76923   45.60000    0.01     161.6405   63.9740   149.9571   37.3069
000761    179.00000   45.60000    0.01     150.1309   68.4896   157.1070   40.5913
000762    188.23077   45.60000    0.01     133.0038   71.1644   164.4795   44.0558
000763    197.46154   45.60000    0.01     112.9164   71.1686   172.1870   47.6486
000764    206.69231   45.60000    0.02      95.7743   68.5004   180.3806   51.3094
000765    215.92308   45.60000    0.01      84.2491   63.9888   189.2640   54.9648
000766    225.15385   45.60000    0.02      77.3418   58.4472   199.1074   58.5218
000767    234.38462   45.60000    0.01      73.4936   52.3705   210.2540   61.8562
000768    243.61538   45.60000    0.01      71.6275   46.0313   223.0900   64.8010
000769    252.84615   45.60000    0.02      71.1049   39.5878   237.9165   67.1384
000770    262.07692   45.60000    0.02      71.5575   33.1432   254.6610   68.6178
000771    271.30769   45.60000    0.04      72.7741   26.7748   272.5569   69.0277
000772    280.53846   45.60000    0.07      74.6358   20.5489   290.2481   68.2998
000773    289.76923   45.60000    0.11      77.0811   14.5293   306.4930   66.5522
000774    299.00000   45.60000    0.34      80.0837    8.7825   320.7397   64.0180
000775    308.23077   45.60000    3.03      83.6392    3.3810   333.0590   60.9428
000776    317.46154   45.60000    0.67      87.7533   -1.5943   343.7977   57.5305
000777    326.69231   45.60000    0.27      92.4317   -6.0538   353.3373   53.9346
000778    335.92308   45.60000    0.17      97.6671   -9.9001     2.0010   50.2692
000779    345.15385   45.60000    0.21     103.4266  -13.0329    10.0388   46.6209
000780    354.38462   45.60000    0.12     109.6393  -15.3558    17.6379   43.0588
000781      4.29412   52.52308    0.19     117.6523   -9.9971    30.5056   45.2341
000782     14.88235   52.52308    0.21     124.1828  -10.3290    37.9775   41.7554
000783     25.47059   52.52308    0.19     130.6746   -9.5887    45.3338   38.6111
000784     36.05882   52.52308    0.17     136.9322   -7.8079    52.6394   35.8491
000785     46.64706   52.52308    0.46     142.7897   -5.0589    59.9357   33.5131
000786     57.23529   52.52308    1.20     148.1241   -1.4430    67.2459   31.6409
000787     67.82353   52.52308    2.65     152.8550    2.9230    74.5794   30.2644
000788     78.41176   52.52308    0.33     156.9338    7.9182    81.9348   29.4077
000789     89.00000   52.52308    0.17     160.3279   13.4240    89.3038   29.0862
000790     99.58824   52.52308    0.08     163.0024   19.3275    96.6740   29.3057
000791    110.17647   52.52308    0.07     164.9014   25.5205   104.0328   30.0622
000792    120.76471   52.52308    0.04     165.9262   31.8941   111.3707   31.3421
000793    131.35294   52.52308    0.04     165.9071   38.3306   118.6850   33.1228
000794    141.94118   52.52308    0.01     164.5629   44.6882   125.9826   35.3740
000795    152.52941   52.52308    0.01     161.4462   50.7755   133.2839   38.0587
000796    163.11765   52.52308    0.02     155.8980   56.3090   140.6265   41.1343
000797    173.70588   52.52308    0.01     147.1313   60.8559   148.0702   44.5538
000798    184.29412   52.52308    0.03     134.7804   63.8099   155.7058   48.2652
000799    194.88235   52.52308    0.01     120.0661   64.5601   163.6687   52.2110
000800    205.47059   52.52308    0.01     105.9701   62.9122   172.1629   56.3248
000801    216.05882   52.52308    0.01      94.9586   59.2703   181.5035   60.5251
000802    226.64706   52.52308    0.02      87.5085   54.2836   192.1909   64.7020
000803    237.23529   52.52308    0.01      82.9804   48.4968   205.0281   68.6904
000804    247.82353   52.52308    0.03      80.6068   42.2790   221.2296   72.2194
000805    258.41176   52.52308    0.02      79.8113   35.8721   242.1352   74.8409
000806    269.00000   52.52308    0.04      80.2172   29.4446   267.4924   75.9537
000807    279.58824   52.52308    0.04      81.5914   23.1268   293.3498   75.1848
000808    290.17647   52.52308    0.12      83.7955   17.0318   315.2133   72.8012
000809    300.76471   52.52308    0.15      86.7500   11.2672   332.2129   69.4030
000810    311.35294   52.52308    0.87      90.4094    5.9429   345.5798   65.4762
000811    321.94118   52.52308    2.01      94.7417    1.1739   356.6003   61.3199
000812    332.52941   52.52308    0.29      99.7103   -2.9198     6.1497   57.1144
000813    343.11765   52.52308    0.26     105.2562   -6.2176    14.7752   52.9774
000814    353.70588   52.52308    0.21     111.2836   -8.6073    22.8202   48.9944
000815      5.20690   59.44615    0.62     119.0443   -3.1943    37.2437   50.5104
000816     17.62069   59.44615    0.50     125.3543   -3.3360    44.9548   46.7926
000817     30.03448   59.44615    0.55     131.5721   -2.2682    52.6181   43.5416
000818     42.44828   59.44615    0.53     137.4691   -0.0431    60.2889   40.8147
000819     54.86207   59.44615    0.89     142.8522    3.2371    67.9944   38.6624
000820     67.27586   59.44615    0.45     147.5727    7.4355    75.7416   37.1266
000821     79.68966   59.44615    0.34     151.5194   12.3957    83.5230   36.2385
000822     92.10345   59.44615    0.11     154.5987   17.9530    91.3218   36.0165
000823    104.51724   59.44615    0.07     156.7087   23.9387    99.1170   36.4655
000824    116.93103   59.44615    0.04     157.7097   30.1768   106.8883   37.5759
000825    129.34483   59.44615    0.05     157.3909   36.4726   114.6215   39.3247
000826    141.75862   59.44615    0.03     155.4381   42.5918   122.3136   41.6769
000827    154.17241   59.44615    0.01     151.4215   48.2296   129.9777   44.5874
000828    166.58621   59.44615    0.01     144.8744   52.9734   137.6493   48.0032
000829    179.00000   59.44615    0.02     135.6086   56.2968   145.3959   51.8654
000830    191.41379   59.44615    0.01     124.3060   57.6667   153.3337   56.1097
000831    203.82759   59.44615    0.01     112.7561   56.8069   161.6626   60.6663
000832    216.24138   59.44615    0.01     102.9110   53.8953   170.7441   65.4550
000833    228.65517   59.44615    0.01      95.7262   49.4321   181.2969   70.3730
000834    241.06897   59.44615    0.01      91.1592   43.9611   194.9467   75.2544
000835    253.48276   59.44615    0.02      88.7678   37.9234   215.8970   79.7228
000836    265.89655   59.44615    0.04      88.1009   31.6458   253.4815   82.6495
000837    278.31034   59.44615    0.04      88.8166   25.3759   301.7018   81.9627
000838    290.72414   59.44615    0.08      90.6828   19.3152   332.4922   78.2982
000839    303.13793   59.44615    0.17      93.5463   13.6429   350.2007   73.6200
000840    315.55172   59.44615    0.91      97.2992    8.5287     2.5155   68.7000
000841    327.96552   59.44615    0.88     101.8484    4.1385    12.4514   63.8118
000842    340.37931   59.44615    1.59     107.0889    0.6312    21.2215   59.0918
000843    352.79310   59.44615    1.89     112.8818   -1.8503    29.3878   54.6328
000844      6.50000   66.36923    1.41     120.3821    3.6235    45.5549   55.3358
000845     21.50000   66.36923    0.78     126.3917    3.7299    53.2373   51.4544
000846     36.50000   66.36923    0.73     132.2204    5.2178    61.0783   48.2199
000847     51.50000   66.36923    0.66     137.5725    7.9960    69.0644   45.7060
000848     66.50000   66.36923    0.44     142.1944   11.9029    77.1677   43.9737
000849     81.50000   66.36923    0.14     145.8742   16.7272    85.3482   43.0671
000850     96.50000   66.36923    0.10     148.4214   22.2243    93.5578   43.0102
000851    111.50000   66.36923    0.05     149.6330   28.1216   101.7451   43.8044
000852    126.50000   66.36923    0.04     149.2598   34.1113   109.8611   45.4287
000853    141.50000   66.36923    0.11     146.9920   39.8299   117.8648   47.8416
000854    156.50000   66.36923    0.01     142.5102   44.8327   125.7263   50.9840
000855    171.50000   66.36923    0.01     135.6831   48.5894   133.4300   54.7838
000856    186.50000   66.36923    0.01     126.9397   50.5606   140.9755   59.1596
000857    201.50000   66.36923    0.02     117.5116   50.3937   148.3781   64.0251
000858    216.50000   66.36923    0.01     108.9993   48.1208   155.6733   69.2914
000859    231.50000   66.36923    0.02     102.5198   44.1384   162.9332   74.8692
000860    246.50000   66.36923    0.03      98.3914   38.9944   170.3560   80.6697
000861    261.50000   66.36923    0.03      96.4334   33.2081   179.3254   86.6031
000862    276.50000   66.36923    0.06      96.3198   27.2107   358.7654   87.3986
000863    291.50000   66.36923    0.08      97.7491   21.3555     8.6115   81.4551
000864    306.50000   66.36923    0.31     100.4809   15.9439    16.0941   75.6316
000865    321.50000   66.36923    0.64     104.3164   11.2439    23.3589   70.0190
000866    336.50000   66.36923    0.68     109.0639    7.4961    30.6440   64.7061
000867    351.50000   66.36923    1.30     114.5060    4.9052    38.0298   59.7820
000868      8.47368   73.29231    0.35     121.6509   10.4642    55.8916   59.5304
000869     27.42105   73.29231    0.29     127.1532   10.8997    63.0748   55.6987
000870     46.36842   73.29231    0.47     132.3030   12.9086    70.8699   52.7478
000871     65.31579   73.29231    0.16     136.6712   16.3092    79.0517   50.7908
000872     84.26316   73.29231    0.13     139.8785   20.8020    87.4427   49.9039
000873    103.21053   73.29231    0.12     141.5853   25.9956    95.8816   50.1227
000874    122.15789   73.29231    0.03     141.4712   31.4190   104.2098   51.4383
000875    141.10526   73.29231    0.02     139.2490   36.5213   112.2619   53.7986
000876    160.05263   73.29231    0.14     134.7839   40.6764   119.8471   57.1123
000877    179.00000   73.29231    0.03     128.3569   43.2471   126.7035   61.2532
000878    197.94737   73.29231    0.02     120.9091   43.7559   132.3823   66.0624
000879    216.89474   73.29231    0.02     113.8521   42.0988   135.9220   71.3345
000880    235.84211   73.29231    0.03     108.4067   38.6024   134.7699   76.7499
000881    254.78947   73.29231    0.05     105.1453   33.8575   120.8144   81.5327
000882    273.73684   73.29231    0.05     104.0861   28.5092    80.9609   83.1506
000883    292.68421   73.29231    0.15     104.9889   23.1460    51.1445   79.8209
000884    311.63158   73.29231    0.51     107.5423   18.2752    43.9068   74.6276
000885    330.57895   73.29231    0.47     111.4173   14.3256    45.1146   69.2159
000886    349.52632   73.29231    0.41     116.2556   11.6421    49.6736   64.0974
000887     12.84615   80.21538    0.19     122.9295   17.3436    68.7765   62.7611
000888     40.53846   80.21538    0.16     127.7038   18.3856    75.3294   59.3389
000889     68.23077   80.21538    0.10     131.5647   21.3093    83.3033   57.2837
000890     95.92308   80.21538    0.08     133.7077   25.5364    91.8360   56.8139
000891    123.61538   80.21538    0.03     133.5268   30.1955   100.2203   57.9775
000892    151.30769   80.21538    0.02     130.7682   34.2316   107.7097   60.6545
000893    179.00000   80.21538    0.08     125.8384   36.5980   113.2913   64.5494
000894    206.69231   80.21538    0.03     120.0309   36.5992   115.2489   69.1478
000895    234.38462   80.21538    0.03     115.0995   34.2348   110.4618   73.5548
000896    262.07692   80.21538    0.09     112.3385   30.1998    95.6318   76.1896
000897    289.76923   80.21538    0.07     112.1552   25.5409    76.8098   75.4097
000898    317.46154   80.21538    0.16     114.2961   21.3129    66.3970   71.7757
000899    345.15385   80.21538    0.13     118.1558   18.3876    64.9849   67.1400
000900     24.71429   87.13846    0.26     123.5768   24.3263    83.7849   65.2353
000901     76.14286   87.13846    0.29     125.7713   25.8133    88.4496   63.7740
000902    127.57143   87.13846    0.14     125.8842   28.2936    94.0159   64.2369
000903    179.00000   87.13846    0.30     123.7224   29.9043    97.1470   66.3469
000904    230.42857   87.13846    0.18     120.9301   29.3821    95.0210   68.6927
000905    281.85714   87.13846    0.13     119.7164   27.1417    88.3330   69.3533
000906    333.28571   87.13846    0.25     120.9224   24.9084    83.2486   67.7084
001001     27.85929  -82.71346    0.14     300.6587  -34.1481   288.2431  -69.0109
001002     79.28786  -82.71346    0.15     295.2308  -29.8308   274.8088  -73.6672
001003    130.71643  -82.71346    0.13     295.9058  -23.5505   254.8877  -71.4978
001004    182.14500  -82.71346    0.24     301.4944  -19.9616   252.3742  -65.2556
001005    233.57357  -82.71346    0.16     308.0338  -21.5148   261.2304  -60.3982
001006    285.00214  -82.71346    0.19     311.1218  -27.1629   273.7053  -59.4676
001007    336.43071  -82.71346    0.24     308.0782  -32.8965   284.7646  -62.8606
001008     15.99115  -75.79038    0.05     301.9089  -41.3130   306.1029  -66.3925
001009     43.68346  -75.79038    0.06     293.6146  -39.0235   307.6543  -73.1072
001010     71.37577  -75.79038    0.09     288.3433  -33.7884   294.4789  -79.0944
001011     99.06808  -75.79038    0.09     286.9528  -27.1601   256.6643  -80.3441
001012    126.76038  -75.79038    0.14     289.0506  -20.7028   234.3974  -75.3835
001013    154.45269  -75.79038    0.28     293.8169  -15.7142   232.4862  -68.6730
001014    182.14500  -75.79038    0.25     300.2458  -13.1426   238.0966  -62.3447
001015    209.83731  -75.79038    0.14     307.1589  -13.4790   246.8356  -57.2279
001016    237.52962  -75.79038    0.11     313.3093  -16.6585   257.1046  -53.8071
001017    265.22192  -75.79038    0.15     317.5538  -22.0762   268.0803  -52.3829
001018    292.91423  -75.79038    0.10     318.9264  -28.6968   279.1549  -53.0799
001019    320.60654  -75.79038    0.07     316.6649  -35.1537   289.7439  -55.8370
001020    348.29885  -75.79038    0.06     310.5688  -39.8464   299.1325  -60.4132
001021     11.61868  -68.86731    0.02     303.6037  -48.2545   319.2387  -62.2100
001022     30.56605  -68.86731    0.02     293.6851  -46.9689   326.8422  -68.2343
001023     49.51342  -68.86731    0.05     285.8005  -43.0577   332.9652  -74.7640
001024     68.46079  -68.86731    0.09     280.9580  -37.3434   334.4253  -81.5619
001025     87.40816  -68.86731    0.32     279.0903  -30.7173   291.8857  -87.4932
001026    106.35553  -68.86731    0.11     279.7454  -23.9382   207.8464  -83.4068
001027    125.30289  -68.86731    0.12     282.4668  -17.6271   205.8789  -76.6104
001028    144.25026  -68.86731    0.14     286.8603  -12.3078   211.2811  -69.9789
001029    163.19763  -68.86731    0.16     292.5409   -8.4240   218.5886  -63.7970
001030    182.14500  -68.86731    0.25     299.0651   -6.3179   226.7814  -58.2565
001031    201.09237  -68.86731    0.28     305.9086   -6.1861   235.5348  -53.5302
001032    220.03974  -68.86731    0.22     312.5060   -8.0411   244.6961  -49.7756
001033    238.98711  -68.86731    0.12     318.3240  -11.7089   254.1558  -47.1275
001034    257.93447  -68.86731    0.10     322.9088  -16.8636   263.8069  -45.6873
001035    276.88184  -68.86731    0.09     325.8706  -23.0729   273.5344  -45.5124
001036    295.82921  -68.86731    0.10     326.8209  -29.8236   283.2181  -46.6102
001037    314.77658  -68.86731    0.04     325.3114  -36.5096   292.7412  -48.9362
001038    333.72395  -68.86731    0.03     320.8770  -42.3920   301.9945  -52.4003
001039    352.67132  -68.86731    0.04     313.3631  -46.5914   310.8716  -56.8756
001040      9.64500  -61.94423    0.01     305.5751  -55.1180   328.9884  -57.2474
001041     24.64500  -61.94423    0.02     293.4547  -54.3081   338.1873  -62.5835
001042     39.64500  -61.94423    0.03     283.2927  -50.9026   348.1920  -68.2850
001043     54.64500  -61.94423    0.03     276.3188  -45.6038     0.1907  -74.2075
001044     69.64500  -61.94423    0.03     272.4287  -39.1752    18.1214  -80.0880
001045     84.64500  -61.94423    0.05     271.0539  -32.2247    60.8195  -84.8348
001046     99.64500  -61.94423    0.06     271.6661  -25.2059   136.6508  -83.7790
001047    114.64500  -61.94423    0.14     273.8908  -18.4759   168.1426  -78.4396
001048    129.64500  -61.94423    0.16     277.4771  -12.3430   183.5770  -72.5021
001049    144.64500  -61.94423    0.27     282.2363   -7.0928   194.7985  -66.6246
001050    159.64500  -61.94423    0.53     287.9813   -2.9921   204.4977  -61.0147
001051    174.64500  -61.94423    2.13     294.4779   -0.2743   213.5694  -55.8049
001052    189.64500  -61.94423    2.59     301.4205    0.8898   222.3954  -51.1074
001053    204.64500  -61.94423    3.48     308.4447    0.4219   231.1625  -47.0253
001054    219.64500  -61.94423    1.18     315.1740   -1.6462   239.9634  -43.6540
001055    234.64500  -61.94423    0.43     321.2739   -5.1799   248.8364  -41.0779
001056    249.64500  -61.94423    0.20     326.4803   -9.9686   257.7834  -39.3655
001057    264.64500  -61.94423    0.07     330.5909  -15.7572   266.7819  -38.5647
001058    279.64500  -61.94423    0.12     333.4249  -22.2674   275.7950  -38.6988
001059    294.64500  -61.94423    0.08     334.7656  -29.2025   284.7821  -39.7638
001060    309.64500  -61.94423    0.06     334.2983  -36.2308   293.7093  -41.7291
001061    324.64500  -61.94423    0.03     331.5592  -42.9473   302.5601  -44.5405
001062    339.64500  -61.94423    0.02     325.9649  -48.8164   311.3455  -48.1242
001063    354.64500  -61.94423    0.02     317.1156  -53.1316   320.1169  -52.3924
001064      8.35190  -55.02115    0.02     308.4235  -61.9144   336.2538  -51.7090
001065     20.76569  -55.02115    0.03     293.4138  -61.5188   345.4183  -56.3668
001066     33.17948  -55.02115    0.03     280.5774  -58.4378   355.4621  -61.2286
001067     45.59328  -55.02115    0.01     271.6064  -53.3982     7.0799  -66.1572
001068     58.00707  -55.02115    0.02     266.2128  -47.1770    21.5840  -70.9355
001069     70.42086  -55.02115    0.02     263.5315  -40.3375    41.4446  -75.1504
001070     82.83466  -55.02115    0.06     262.8357  -33.2522    69.9507  -77.9610
001071     95.24845  -55.02115    0.07     263.6468  -26.1800   104.8456  -78.1897
001072    107.66224  -55.02115    0.13     265.6769  -19.3234   134.7839  -75.7051
001073    120.07603  -55.02115    0.22     268.7598  -12.8620   155.7813  -71.6379
001074    132.48983  -55.02115    0.21     272.7982   -6.9711   170.9144  -66.9121
001075    144.90362  -55.02115    1.20     277.7213   -1.8297   182.8703  -61.9895
001076    157.31741  -55.02115    0.60     283.4486    2.3804   193.1011  -57.1072
001077    169.73121  -55.02115    0.29     289.8577    5.4849   202.3705  -52.4106
001078    182.14500  -55.02115    0.19     296.7630    7.3364   211.1023  -48.0061
001079    194.55879  -55.02115    0.25     303.9152    7.8376   219.5456  -43.9818
001080    206.97259  -55.02115    0.32     311.0274    6.9608   227.8517  -40.4153
001081    219.38638  -55.02115    0.52     317.8192    4.7540   236.1125  -37.3767
001082    231.80017  -55.02115    2.56     324.0572    1.3306   244.3797  -34.9281
001083    244.21397  -55.02115    0.55     329.5743   -3.1524   252.6766  -33.1220
001084    256.62776  -55.02115    0.20     334.2621   -8.5171   261.0055  -31.9986
001085    269.04155  -55.02115    0.11     338.0463  -14.5817   269.3550  -31.5840
001086    281.45534  -55.02115    0.07     340.8528  -21.1686   277.7061  -31.8879
001087    293.86914  -55.02115    0.05     342.5697  -28.1027   286.0392  -32.9031
001088    306.28293  -55.02115    0.05     343.0036  -35.2002   294.3413  -34.6061
001089    318.69672  -55.02115    0.05     341.8216  -42.2475   302.6122  -36.9586
001090    331.11052  -55.02115    0.01     338.4806  -48.9613   310.8714  -39.9099
001091    343.52431  -55.02115    0.02     332.1900  -54.9249   319.1657  -43.3993
001092    355.93810  -55.02115    0.01     322.1323  -59.5119   327.5797  -47.3578
001093      7.43912  -48.09808    0.02     312.8923  -68.6087   341.8785  -45.8293
001094     18.02735  -48.09808    0.01     293.4224  -68.6467   350.4860  -49.9146
001095     28.61559  -48.09808    0.02     276.7788  -65.7045   359.7461  -54.1061
001096     39.20382  -48.09808    0.02     265.6646  -60.6964     9.9991  -58.2977
001097     49.79206  -48.09808    0.01     259.1669  -54.5381    21.7372  -62.3448
001098     60.38029  -48.09808    0.01     255.7717  -47.7984    35.6344  -66.0381
001099     70.96853  -48.09808    0.01     254.4229  -40.7984    52.4391  -69.0687
001100     81.55676  -48.09808    0.03     254.4977  -33.7328    72.4489  -71.0233
001101     92.14500  -48.09808    0.06     255.6439  -26.7366    94.5193  -71.5037
001102    102.73324  -48.09808    0.07     257.6683  -19.9191   116.0147  -70.3897
001103    113.32147  -48.09808    0.18     260.4711  -13.3827   134.7599  -67.9453
001104    123.90971  -48.09808    0.43     264.0081   -7.2321   150.3060  -64.6015
001105    134.49794  -48.09808    0.45     268.2644   -1.5812   163.2368  -60.7340
001106    145.08618  -48.09808    0.56     273.2333    3.4445   174.3023  -56.6075
001107    155.67441  -48.09808    0.12     278.8947    7.7098   184.1033  -52.4012
001108    166.26265  -48.09808    0.15     285.1929   11.0755   193.0649  -48.2415
001109    176.85088  -48.09808    0.13     292.0173   13.4120   201.4793  -44.2240
001110    187.43912  -48.09808    0.11     299.1937   14.6162   209.5472  -40.4268
001111    198.02735  -48.09808    0.13     306.4965   14.6306   217.4080  -36.9171
001112    208.61559  -48.09808    0.12     313.6787   13.4542   225.1581  -33.7548
001113    219.20382  -48.09808    0.16     320.5137   11.1437   232.8628  -30.9944
001114    229.79206  -48.09808    0.29     326.8260    7.8011   240.5635  -28.6845
001115    240.38029  -48.09808    1.09     332.5035    3.5556   248.2828  -26.8675
001116    250.96853  -48.09808    2.63     337.4892   -1.4536   256.0284  -25.5777
001117    261.55676  -48.09808    0.34     341.7626   -7.0910   263.7966  -24.8404
001118    272.14500  -48.09808    0.11     345.3169  -13.2311   271.5763  -24.6705
001119    282.73324  -48.09808    0.05     348.1375  -19.7596   279.3530  -25.0714
001120    293.32147  -48.09808    0.08     350.1813  -26.5715   287.1130  -26.0349
001121    303.90971  -48.09808    0.05     351.3503  -33.5647   294.8478  -27.5419
001122    314.49794  -48.09808    0.03     351.4539  -40.6301   302.5579  -29.5633
001123    325.08618  -48.09808    0.03     350.1450  -47.6335   310.2565  -32.0611
001124    335.67441  -48.09808    0.01     346.8087  -54.3825   317.9735  -34.9906
001125    346.26265  -48.09808    0.01     340.4014  -60.5600   325.7590  -38.3005
001126    356.85088  -48.09808    0.01     329.4151  -65.6049   333.6900  -41.9343
001127      6.76038  -41.17500    0.01     321.0335  -75.0844   346.4178  -39.7382
001128     15.99115  -41.17500    0.01     293.3360  -75.7190   354.3464  -43.3551
001129     25.22192  -41.17500    0.02     270.1961  -72.6623     2.7239  -47.0224
001130     34.45269  -41.17500    0.01     256.8569  -67.3813    11.7238  -50.6617
001131     43.68346  -41.17500    0.01     249.9849  -61.1009    21.5615  -54.1769
001132     52.91423  -41.17500    0.01     246.6469  -54.3862    32.4882  -57.4457
001133     62.14500  -41.17500    0.01     245.3311  -47.4908    44.7549  -60.3138
001134     71.37577  -41.17500    0.02     245.2890  -40.5461    58.5180  -62.5935
001135     80.60654  -41.17500    0.02     246.1370  -33.6342    73.6754  -64.0829
001136     89.83731  -41.17500    0.05     247.6744  -26.8174    89.7144  -64.6141
001137     99.06808  -41.17500    0.08     249.7992  -20.1512   105.7699  -64.1187
001138    108.29885  -41.17500    0.16     252.4675  -13.6919   120.9697  -62.6606
001139    117.52962  -41.17500    0.38     255.6712   -7.5013   134.7858  -60.4053
001140    126.76038  -41.17500    1.22     259.4250   -1.6497   147.1035  -57.5547
001141    135.99115  -41.17500    0.57     263.7562    3.7808   158.0734  -54.2971
001142    145.22192  -41.17500    0.32     268.6936    8.6957   167.9451  -50.7884
001143    154.45269  -41.17500    0.13     274.2540   12.9877   176.9706  -47.1516
001144    163.68346  -41.17500    0.10     280.4260   16.5410   185.3668  -43.4839
001145    172.91423  -41.17500    0.12     287.1515   19.2392   193.3088  -39.8640
001146    182.14500  -41.17500    0.12     294.3124   20.9783   200.9333  -36.3580
001147    191.37577  -41.17500    0.12     301.7301   21.6829   208.3462  -33.0232
001148    200.60654  -41.17500    0.12     309.1849   21.3202   215.6285  -29.9113
001149    209.83731  -41.17500    0.08     316.4504   19.9072   222.8407  -27.0693
001150    219.06808  -41.17500    0.11     323.3318   17.5071   230.0269  -24.5404
001151    228.29885  -41.17500    0.09     329.6907   14.2162   237.2171  -22.3640
001152    237.52962  -41.17500    0.27     335.4509   10.1488   244.4289  -20.5750
001153    246.76038  -41.17500    0.80     340.5877    5.4220   251.6695  -19.2032
001154    255.99115  -41.17500    8.47     345.1109    0.1462   258.9373  -18.2722
001155    265.22192  -41.17500    0.36     349.0470   -5.5795   266.2244  -17.7983
001156    274.45269  -41.17500    0.11     352.4252  -11.6693   273.5185  -17.7901
001157    283.68346  -41.17500    0.10     355.2651  -18.0493   280.8061  -18.2476
001158    292.91423  -41.17500    0.10     357.5674  -24.6553   288.0748  -19.1628
001159    302.14500  -41.17500    0.05     359.3014  -31.4297   295.3164  -20.5194
001160    311.37577  -41.17500    0.04       0.3871  -38.3173   302.5291  -22.2942
001161    320.60654  -41.17500    0.04       0.6617  -45.2591   309.7198  -24.4575
001162    329.83731  -41.17500    0.02     359.8142  -52.1814   316.9058  -26.9746
001163    339.06808  -41.17500    0.01     357.2430  -58.9737   324.1164  -29.8062
001164    348.29885  -41.17500    0.02     351.7449  -65.4346   331.3952  -32.9094
001165    357.52962  -41.17500    0.01     340.9077  -71.1314   338.8023  -36.2372
001166      6.43071  -34.25192    0.01     339.1473  -80.9878   350.3987  -33.5878
001167     15.00214  -34.25192    0.02     288.9673  -82.6425   358.0219  -36.9773
001168     23.57357  -34.25192    0.02     253.2890  -78.3662     5.9837  -40.3820
001169     32.14500  -34.25192    0.01     240.9330  -71.9895    14.3940  -43.7352
